193: 1 0, 2 0, 3 0, 4 0, 5 0, 7 3, 10 3
194: 1 0, 2 0, 3 0, 4 0, 5 0, 10 3
195: 1 0, 2 0, 3 0, 4 0, 5 0, 10 3
196: 1 0, 2 0, 3 0, 4 0, 5 0
197: 1 0, 2 0, 3 0, 4 0, 5 0
198: 1 0, 2 0, 3 0, 4 0, 5 0
199: 1 0, 2 0, 3 0, 4 0, 5 0
200: 1 0, 2 0, 3 0, 4 0, 5 0
201: 1 0, 2 0, 3 0, 4 0, 5 0
202: 1 0, 2 0, 3 0, 4 0, 5 0
203: 1 0, 2 0, 3 0, 4 0, 5 0
204: 1 0, 2 0, 3 0, 4 0, 5 0
205: 1 0, 2 0, 3 0, 4 0, 5 0
206: 1 0, 2 0, 3 0, 4 0, 5 0
207: 1 0, 2 0, 3 0, 4 0, 5 0
208: 1 0, 2 0, 3 0, 4 0, 5 0
209: 1 0, 2 0, 3 0, 4 0, 5 0
210: 1 0, 2 0, 3 0, 4 0, 5 0
211: 1 0, 2 0, 3 0, 4 0, 5 0
212: 1 0, 2 0, 3 0, 4 0, 5 0
213: 1 0, 2 0, 3 0, 4 0, 5 0
214: 1 0, 2 0, 3 0, 4 0, 5 0
215: 1 0, 2 0, 3 0, 4 0, 5 0
216: 1 0, 2 0, 3 0, 4 0, 5 0
217: 1 0, 2 0, 3 0, 4 0, 5 0
218: 1 0, 2 0, 3 0, 4 0, 5 0
219: 1 0, 2 0, 3 0, 4 0, 5 0
220: 1 0, 2 0, 3 0, 4 0, 5 0
221: 1 0, 2 0, 3 0, 4 0, 5 0
222: 1 0, 2 0, 3 0, 4 0, 5 0
223: 1 0, 2 0, 3 0, 4 0, 5 0
224: 1 0, 2 0, 3 0, 4 0, 5 0
225: 1 0, 2 0, 3 0, 4 0, 5 0
226: 1 0, 2 0, 3 0, 4 0, 5 0
227: 1 0, 2 0, 3 0, 4 0, 5 0
228: 1 0, 2 0, 3 0, 4 0, 5 0
229: 1 0, 2 0, 3 0, 4 0, 5 0
230: 1 0, 2 0, 3 0, 4 0, 5 0
231: 1 0, 2 0, 3 0, 4 0, 5 0
232: 1 0, 2 0, 3 0, 4 0, 5 0
233: 1 0, 2 0, 3 0, 4 0, 5 0
234: 1 0, 2 0, 3 0, 4 0, 5 0
235: 1 0, 2 0, 3 0, 4 0, 5 0
236: 1 0, 2 0, 3 0, 4 0, 5 0
